id,title,label,filtered_words_str
F190,Secret Cure Confirmed by Sources,FAKE,"change,yes,talk,tend.,—,shocking,claims,secret,cure,surface,internet."
R004,New Report on Education,REAL,"white,control,almost,appear.,college,anyone,though,visit,consumer,treat,through.,experts,discuss,ongoing,developments,education."
F080,Celebrity Scandal Confirmed by Sources,FAKE,"work,country,answer.,pull,enjoy,live,happy,area,study,amount.,man,result,guess,suffer,message,several.,voice,measure,concern.,—,shocking,claims,celebrity,scandal,surface,internet."
F049,Hoax Confirmed by Sources,FAKE,"hard,particularly,beat,decision,attorney.,later,think,instead,these.,read,six,magazine,dark.,story,sport,cold,world,answer,speech.,—,shocking,claims,hoax,surface,internet."
F184,Secret Cure Confirmed by Sources,FAKE,"finally,cold,audience,decade,although,spring,foreign.,popular,simple,investment,action,keep,involve,reason.,—,shocking,claims,secret,cure,surface,internet."
F030,Secret Cure Confirmed by Sources,FAKE,"along,responsibility,attack.,beyond,respond,cover,know,those.,—,shocking,claims,secret,cure,surface,internet."
R213,New Report on Budget Report,REAL,"boy,everyone,article,easy.,near,involve,soon,experience.,experts,discuss,ongoing,developments,budget,report."
F128,Immortal Jellyfish Confirmed by Sources,FAKE,"across,learn,focus,simply.,nice,money,surface,test,skin.,—,shocking,claims,immortal,jellyfish,surface,internet."
R231,New Report on Policy,REAL,"field,whose,benefit,talk,investment,owner.,care,drive,help,mouth.,experts,discuss,ongoing,developments,policy."
R061,New Report on Technology Breakthrough,REAL,"still,bank,century,letter,although.,time,agency,leg,opportunity.,experts,discuss,ongoing,developments,technology,breakthrough."
R137,New Report on Education,REAL,"citizen,policy,discussion.,experts,discuss,ongoing,developments,education."
R185,New Report on Technology Breakthrough,REAL,"collection,within,crime,drop,moment,see.,list,effect,dark.,experts,discuss,ongoing,developments,technology,breakthrough."
R204,New Report on Technology Breakthrough,REAL,"ability,anyone,upon,game,physical,stand.,program,evidence,economy,focus,another,artist.,school,couple,idea,break.,experts,discuss,ongoing,developments,technology,breakthrough."
F217,Immortal Jellyfish Confirmed by Sources,FAKE,"conference,perhaps,imagine,explain.,dinner,animal,site,sit,brother.,—,shocking,claims,immortal,jellyfish,surface,internet."
F176,Miracle Drug Confirmed by Sources,FAKE,"pay,interest,nearly,true,wife.,decide,detail,right,bring,by.,—,shocking,claims,miracle,drug,surface,internet."
R245,New Report on Technology Breakthrough,REAL,"research,half,able,management,decision,nearly,explain,still.,ability,blood,garden.,experts,discuss,ongoing,developments,technology,breakthrough."
R104,New Report on Election,REAL,"action,recent,weight,population,mouth,leave,part.,best,toward.,experts,discuss,ongoing,developments,election."
F156,Flat Earth Confirmed by Sources,FAKE,"according,whether,lot,soldier,same.,light,article,door,later,range,force,wind.,general,federal,bag.,—,shocking,claims,flat,earth,surface,internet."
R194,New Report on Election,REAL,"national,picture,effect.,experts,discuss,ongoing,developments,election."
R161,New Report on Technology Breakthrough,REAL,"policy,sure,almost,term,decade,join.,physical,collection.,yes,science,vote,nearly,seek.,cultural,represent,road,choice,blue.,experts,discuss,ongoing,developments,technology,breakthrough."
F113,Immortal Jellyfish Confirmed by Sources,FAKE,"drop,production,around,already,population.,along,describe,course.,perhaps,bit,one,finally,foreign,interest.,—,shocking,claims,immortal,jellyfish,surface,internet."
F150,Hoax Confirmed by Sources,FAKE,"list,available,employee,maybe,particularly,return.,—,shocking,claims,hoax,surface,internet."
F047,Miracle Drug Confirmed by Sources,FAKE,"amount,understand,wish.,black,hour,guess,employee,often,no.,involve,leader,bar,including,exactly,test.,—,shocking,claims,miracle,drug,surface,internet."
F008,Hoax Confirmed by Sources,FAKE,"take,quality,concern.,home,safe,party,today,know,employee.,class,prepare,clearly,message,spend,over.,—,shocking,claims,hoax,surface,internet."
F229,Aliens Confirmed by Sources,FAKE,"direction,capital,grow.,perform,statement,around.,poor,strong,space,stop,early,man,south.,sound,machine,act,minute,us,look,away.,—,shocking,claims,aliens,surface,internet."
R001,New Report on Research,REAL,"city,beautiful,bill,word.,building,figure,head,general,pretty.,fish,less,mean,congress,side,once.,free,score,board,financial,allow.,experts,discuss,ongoing,developments,research."
R241,New Report on Public Health,REAL,"deep,general,much,visit.,safe,provide,participant,ability.,policy,take,action,accept,clear.,experts,discuss,ongoing,developments,public,health."
R198,New Report on Climate Change,REAL,"boy,agency,stand,line,rather,bar.,student,sure,young.,parent,father,dream,democratic,leg,tonight.,try,plan,prepare,politics,tell,fall.,experts,discuss,ongoing,developments,climate,change."
R229,New Report on Research,REAL,"analysis,movement,participant,fall,reduce,reduce,director.,positive,effect,drug,stage,serve.,best,recognize,begin,east,far,player,ball,difference.,fish,beyond,financial.,experts,discuss,ongoing,developments,research."
R205,New Report on Public Health,REAL,"face,first,modern,direction.,establish,food,worry,today.,agency,side,issue,sign,heart.,lead,interview,organization,almost,call,last.,experts,discuss,ongoing,developments,public,health."
F123,Celebrity Scandal Confirmed by Sources,FAKE,"effort,chair,evening.,heavy,firm,forget,pressure,likely,establish,school.,—,shocking,claims,celebrity,scandal,surface,internet."
F043,Celebrity Scandal Confirmed by Sources,FAKE,"among,way,public,operation,carry,without.,save,source,do.,majority,state,run,common,the.,adult,size,challenge,material,war,necessary.,—,shocking,claims,celebrity,scandal,surface,internet."
F097,Celebrity Scandal Confirmed by Sources,FAKE,"around,weight.,support,poor,population,training,black.,south,bank,reflect,herself.,customer,idea,training,hotel,practice,end,lead.,—,shocking,claims,celebrity,scandal,surface,internet."
R014,New Report on Research,REAL,"point,us,try,federal.,agree,answer,source,thought,deep,bad.,dark,stand,color,over.,experts,discuss,ongoing,developments,research."
F005,Flat Earth Confirmed by Sources,FAKE,"pay,sort,health,manage,cultural,subject,front,occur.,serious,candidate,interest,town.,vote,stand,range,worry.,—,shocking,claims,flat,earth,surface,internet."
R234,New Report on Research,REAL,"rise,role.,loss,dream,page,body.,address,resource,quickly,heavy.,eat,none,since,child,able,particular,knowledge.,experts,discuss,ongoing,developments,research."
F143,Aliens Confirmed by Sources,FAKE,"fly,town,reality,culture.,ago,prepare,consumer,suggest,save.,—,shocking,claims,aliens,surface,internet."
R073,New Report on Economic Growth,REAL,"three,father,enough,good,discussion,develop,middle.,lay,woman,ten,follow.,experts,discuss,ongoing,developments,economic,growth."
R239,New Report on Education,REAL,"century,fire,unit,reason,key.,sister,business,community,hair,ever,add.,movement,career,energy,star,finally,type,wife.,experts,discuss,ongoing,developments,education."
F181,Aliens Confirmed by Sources,FAKE,"amount,exactly.,wall,nature,seat.,foot,personal,stop,career,wear,purpose,speak.,—,shocking,claims,aliens,surface,internet."
R138,New Report on Election,REAL,"ready,director,who.,store,evidence,next,indicate,coach,occur.,pass,describe,yourself.,experts,discuss,ongoing,developments,election."
R172,New Report on Economic Growth,REAL,"process,question,away,practice,character,professor,cup.,actually,resource,little,remember.,sing,recognize,charge,specific,new,together,well,mother.,experts,discuss,ongoing,developments,economic,growth."
R143,New Report on Policy,REAL,"seem,hit,study,science,finally.,catch,color,set,environment,else,reason.,experts,discuss,ongoing,developments,policy."
F166,Mind Control Confirmed by Sources,FAKE,"write,leave,performance,note,rise.,else,painting,upon,clear,understand,dog,argue.,suddenly,age,life.,—,shocking,claims,mind,control,surface,internet."
R003,New Report on Budget Report,REAL,"reason,often,oil,stop,figure,me.,phone,fear,senior,four,tonight,small.,experts,discuss,ongoing,developments,budget,report."
R167,New Report on Climate Change,REAL,"condition,kind,although,war.,mr,chance,home,type,economic,manage.,experts,discuss,ongoing,developments,climate,change."
R183,New Report on Climate Change,REAL,"take,body,soldier,back,few.,college,half,list,increase,someone.,experts,discuss,ongoing,developments,climate,change."
R238,New Report on Technology Breakthrough,REAL,"smile,prove,actually,task,including.,field,response,lead,term,push,guess.,type,yard,stuff.,interview,seek,he.,experts,discuss,ongoing,developments,technology,breakthrough."
R041,New Report on Election,REAL,"talk,begin,sort,hair,time,step.,sister,station,minute,adult,activity,unit,west,experience.,know,serve,whatever,resource,relate,maybe.,experts,discuss,ongoing,developments,election."
F237,Government Cover-Up Confirmed by Sources,FAKE,"manage,table,hard,fine,box.,month,along,religious,medical.,chance,eat,arrive,anything,growth,whether,already.,—,shocking,claims,government,cover-up,surface,internet."
R086,New Report on Research,REAL,"wonder,remember,current,movie,painting.,though,population,student,another,energy,eye.,experts,discuss,ongoing,developments,research."
R240,New Report on Policy,REAL,"hotel,yard,life,price,audience.,meet,daughter,two.,reflect,number,good,goal.,experts,discuss,ongoing,developments,policy."
R133,New Report on Public Health,REAL,"yes,data,cut,involve.,pick,management,unit,get,especially,read,think.,experts,discuss,ongoing,developments,public,health."
F044,Hoax Confirmed by Sources,FAKE,"owner,defense,operation,thing,team.,family,simple,seven,over.,gun,cold,day,season,mr,run,think.,war,general,easy.,—,shocking,claims,hoax,surface,internet."
F125,Government Cover-Up Confirmed by Sources,FAKE,"economic,military,fear,sense,enough,always.,population,adult,well,explain,however.,—,shocking,claims,government,cover-up,surface,internet."
F165,Secret Cure Confirmed by Sources,FAKE,"activity,total,size,experience.,teach,fly,there.,partner,blood,test,account,easy,management.,—,shocking,claims,secret,cure,surface,internet."
F137,Flat Earth Confirmed by Sources,FAKE,"happy,enter,international,start.,third,full,center.,political,fly,happy,side,mother,increase,for.,—,shocking,claims,flat,earth,surface,internet."
R088,New Report on Research,REAL,"pm,time,lead,husband.,central,much,activity,build,art,organization.,experts,discuss,ongoing,developments,research."
R169,New Report on Technology Breakthrough,REAL,"turn,management,eat,hit.,north,memory,system.,relationship,food,song,matter,rock,society,structure.,experts,discuss,ongoing,developments,technology,breakthrough."
R193,New Report on Technology Breakthrough,REAL,"system,oil,relationship,kitchen.,machine,manager,soon,citizen,nature,quickly.,experts,discuss,ongoing,developments,technology,breakthrough."
F247,Mind Control Confirmed by Sources,FAKE,"state,wind,force,analysis,marriage.,future,month,growth.,hot,example,apply,ready.,—,shocking,claims,mind,control,surface,internet."
R179,New Report on Technology Breakthrough,REAL,"ahead,join,control.,wonder,though,none,whose,happy.,guess,campaign,feel,fund,floor.,experts,discuss,ongoing,developments,technology,breakthrough."
F138,Immortal Jellyfish Confirmed by Sources,FAKE,"guy,represent,say,expert.,top,money,region,wind,somebody.,nation,picture,alone,social,player,high.,—,shocking,claims,immortal,jellyfish,surface,internet."
R017,New Report on Policy,REAL,"administration,white,participant,lot,best,pretty,hair.,billion,imagine,rather,reduce.,experts,discuss,ongoing,developments,policy."
F090,Mind Control Confirmed by Sources,FAKE,"speak,mr,beautiful,subject,student,admit.,involve,newspaper,real,wear,cup.,—,shocking,claims,mind,control,surface,internet."
F222,Mind Control Confirmed by Sources,FAKE,"design,spend,general,friend,structure,bill.,detail,drop,page,down.,tend,positive,loss.,—,shocking,claims,mind,control,surface,internet."
R114,New Report on Climate Change,REAL,"forget,song,add,fine.,action,teach,pay.,begin,civil,yes,collection,analysis.,experts,discuss,ongoing,developments,climate,change."
F235,Celebrity Scandal Confirmed by Sources,FAKE,"girl,four,south,star.,think,fly,likely,risk,health.,—,shocking,claims,celebrity,scandal,surface,internet."
F185,Hoax Confirmed by Sources,FAKE,"plan,environment,sit,later.,everyone,per,system,particular,push.,—,shocking,claims,hoax,surface,internet."
F221,Flat Earth Confirmed by Sources,FAKE,"wait,way,far,protect,organization,work.,end,picture,class,three,protect.,car,ready,throw,discussion.,—,shocking,claims,flat,earth,surface,internet."
F054,Secret Cure Confirmed by Sources,FAKE,"environmental,city,begin,raise.,theory,federal,traditional,race,fly.,—,shocking,claims,secret,cure,surface,internet."
R000,New Report on Public Health,REAL,"three,away,democratic,center,story,store.,fact,end,radio,long,design,allow,important.,always,look,television.,baby,low,meet.,experts,discuss,ongoing,developments,public,health."
R178,New Report on Budget Report,REAL,"program,condition,receive,commercial,election,police.,society,sometimes,thought,perform,theory,war.,team,child,health,better,rest,age.,experts,discuss,ongoing,developments,budget,report."
F006,Hoax Confirmed by Sources,FAKE,"law,bar,ground,south,phone,enjoy,through.,safe,everybody,prevent,enough,beat,along,huge.,major,method,trip.,—,shocking,claims,hoax,surface,internet."
F174,Secret Cure Confirmed by Sources,FAKE,"somebody,say,baby.,none,trial,fight,major,moment,own.,commercial,camera,develop,compare,along.,—,shocking,claims,secret,cure,surface,internet."
R009,New Report on Election,REAL,"billion,pay,shake,range,develop,customer.,technology,manage,protect,instead.,experts,discuss,ongoing,developments,election."
R122,New Report on Economic Growth,REAL,"join,finally,home,manager,discover,once.,window,region,education,pass,training,natural.,experts,discuss,ongoing,developments,economic,growth."
F189,Immortal Jellyfish Confirmed by Sources,FAKE,"operation,decide,outside.,paper,appear.,reflect,huge,care,republican.,—,shocking,claims,immortal,jellyfish,surface,internet."
R146,New Report on Technology Breakthrough,REAL,"hair,between.,little,election,economy,choice,defense,successful.,experts,discuss,ongoing,developments,technology,breakthrough."
R022,New Report on Climate Change,REAL,"rather,ever,ball,business,together,value,production.,remain,clear,fast,eye,either,on.,experts,discuss,ongoing,developments,climate,change."
F177,Aliens Confirmed by Sources,FAKE,"black,service,quickly,rich.,radio,woman,fear,leader,public.,main,investment,realize,try,car.,—,shocking,claims,aliens,surface,internet."
F021,Secret Cure Confirmed by Sources,FAKE,"claim,office,water,prevent,without.,phone,light,girl,treatment,hit,staff.,—,shocking,claims,secret,cure,surface,internet."
R039,New Report on Economic Growth,REAL,"mind,organization,edge,nor.,begin,return,rule,community,design,less,wear.,experts,discuss,ongoing,developments,economic,growth."
F061,Miracle Drug Confirmed by Sources,FAKE,"set,marriage,involve,responsibility,still.,present,mr,like.,speak,throw,near,dog,loss,cover,instead.,—,shocking,claims,miracle,drug,surface,internet."
R057,New Report on Technology Breakthrough,REAL,"dream,account,able.,keep,note,easy,maybe,describe.,experts,discuss,ongoing,developments,technology,breakthrough."
F154,Immortal Jellyfish Confirmed by Sources,FAKE,"physical,property,night,thought,wait,mission,line,yourself.,knowledge,affect,pretty,blood.,—,shocking,claims,immortal,jellyfish,surface,internet."
F052,Mind Control Confirmed by Sources,FAKE,"much,ready,animal,memory,low.,full,practice,former,ahead,security,voice.,state,bar,never,executive,cut,field.,—,shocking,claims,mind,control,surface,internet."
F124,Flat Earth Confirmed by Sources,FAKE,"cover,memory,time,black,democratic,new,good.,—,shocking,claims,flat,earth,surface,internet."
R071,New Report on Budget Report,REAL,"sound,education,consumer,international,war,feeling.,guy,run,far,control.,pay,method.,experts,discuss,ongoing,developments,budget,report."
R152,New Report on Budget Report,REAL,"majority,see,during.,choice,much,sure,find,stock,talk,knowledge,option.,power,put,almost.,experts,discuss,ongoing,developments,budget,report."
F038,Mind Control Confirmed by Sources,FAKE,"talk,serious,civil,second.,bad,task,create,international,west,look,kitchen.,—,shocking,claims,mind,control,surface,internet."
F101,Immortal Jellyfish Confirmed by Sources,FAKE,"high,important,matter,degree,fast.,fly,behind,individual,court,certainly.,—,shocking,claims,immortal,jellyfish,surface,internet."
F203,Celebrity Scandal Confirmed by Sources,FAKE,"put,prove,usually,idea.,anything,either,human,blue,order.,—,shocking,claims,celebrity,scandal,surface,internet."
F192,Government Cover-Up Confirmed by Sources,FAKE,"writer,sea,grow,serve,strong,identify,until.,move,check,up.,center,house,house,one,early,market.,—,shocking,claims,government,cover-up,surface,internet."
R189,New Report on Climate Change,REAL,"measure,fish,rule,range,another,size,let.,year,tv,pull,space,task,teacher.,mouth,much,full,whose,sister.,experts,discuss,ongoing,developments,climate,change."
R098,New Report on Election,REAL,"leader,happen,amount,sell,side,style,follow.,experts,discuss,ongoing,developments,election."
R149,New Report on Economic Growth,REAL,"religious,beat,democrat,teach,take,front,head.,husband,first,model,so.,experts,discuss,ongoing,developments,economic,growth."
R046,New Report on Education,REAL,"detail,girl,unit,poor,thought,watch,themselves.,half,size,spend.,experts,discuss,ongoing,developments,education."
F055,Hoax Confirmed by Sources,FAKE,"always,name,rock,reveal,all.,president,close,science,quickly,admit,team,executive,house.,—,shocking,claims,hoax,surface,internet."
F159,Flat Earth Confirmed by Sources,FAKE,"father,political,fast,sound,heart.,concern,administration,call,hard,feel.,father,surface,well.,—,shocking,claims,flat,earth,surface,internet."
F083,Secret Cure Confirmed by Sources,FAKE,"executive,serve,marriage,former,discover,city.,music,action,audience,fine,peace.,—,shocking,claims,secret,cure,surface,internet."
R109,New Report on Education,REAL,"center,central,western,sea,drug.,although,rock,relate,yeah.,experts,discuss,ongoing,developments,education."
R102,New Report on Climate Change,REAL,"upon,audience,allow,run.,friend,peace,life,adult.,experts,discuss,ongoing,developments,climate,change."
R060,New Report on Election,REAL,"example,write,fast,truth,specific.,risk,discover,body,table,interest,per.,degree,thousand,attorney,defense,service,sit,republican,require.,experts,discuss,ongoing,developments,election."
F085,Secret Cure Confirmed by Sources,FAKE,"record,participant,customer,sport,simply,message.,smile,wear,trip,fact,reality.,—,shocking,claims,secret,cure,surface,internet."
F188,Hoax Confirmed by Sources,FAKE,"radio,morning,official,center,second.,physical,sort,pay,type.,trip,election,run,company.,—,shocking,claims,hoax,surface,internet."
F131,Hoax Confirmed by Sources,FAKE,"alone,study,bag,consumer,resource,friend,particular.,account,remain,treatment.,huge,sort,east,song,future,list.,later,certainly,feel,fall,nor.,—,shocking,claims,hoax,surface,internet."
R202,New Report on Public Health,REAL,"figure,low,record,go,require,employee,city.,cell,science,pretty,strategy,respond,floor,world.,budget,add,picture,analysis,relationship,staff.,experts,discuss,ongoing,developments,public,health."
F111,Celebrity Scandal Confirmed by Sources,FAKE,"military,physical,go,game,street.,blood,agent,senior,certain,science,later.,middle,anyone,support,generation,research,mind.,manager,else,ok,main,gas.,—,shocking,claims,celebrity,scandal,surface,internet."
R151,New Report on Policy,REAL,"sing,see,go,challenge,although,perhaps.,far,deep,along,none,heavy,seek.,audience,name,suggest,notice,section,share,ball.,experts,discuss,ongoing,developments,policy."
F058,Government Cover-Up Confirmed by Sources,FAKE,"central,important,well,thus,century,scene,talk.,send,admit,trip.,—,shocking,claims,government,cover-up,surface,internet."
R164,New Report on Education,REAL,"source,black,specific,end.,side,might,decide,property,star,political.,establish,congress,note,participant.,experts,discuss,ongoing,developments,education."
F242,Celebrity Scandal Confirmed by Sources,FAKE,"away,control,time,around,history,put.,song,medical,work,call.,—,shocking,claims,celebrity,scandal,surface,internet."
F064,Mind Control Confirmed by Sources,FAKE,"price,want,perform.,—,shocking,claims,mind,control,surface,internet."
R228,New Report on Education,REAL,"high,get,vote,ever,area.,thought,positive,modern,civil.,mr,forget,difficult,energy,travel,head,begin.,experts,discuss,ongoing,developments,education."
R210,New Report on Economic Growth,REAL,"rich,ability,process,accept,need.,southern,challenge,dark,activity,vote,mother,everyone.,experts,discuss,ongoing,developments,economic,growth."
R156,New Report on Policy,REAL,"soon,another,back,series,government,knowledge,minute,community.,already,determine,congress,difficult,choice.,experts,discuss,ongoing,developments,policy."
R192,New Report on Climate Change,REAL,"tv,respond,impact,week.,experts,discuss,ongoing,developments,climate,change."
F102,Government Cover-Up Confirmed by Sources,FAKE,"remain,discover,cup,language,short,usually,structure.,sure,huge,everybody,machine,middle.,consumer,general,while.,give,fish,prove,theory.,—,shocking,claims,government,cover-up,surface,internet."
R237,New Report on Election,REAL,"mouth,high,though,radio.,blood,wide,care,chair,performance.,experts,discuss,ongoing,developments,election."
F015,Immortal Jellyfish Confirmed by Sources,FAKE,"free,author,society,radio,candidate.,enjoy,time,take,old,thus.,pattern,show,assume,real,ready.,bed,drop,final,item.,—,shocking,claims,immortal,jellyfish,surface,internet."
F020,Celebrity Scandal Confirmed by Sources,FAKE,"environment,population,oil,get,movie,five,respond.,today,thus,yet,though,organization,goal,able.,fact,newspaper,president,successful,film,book,detail,base.,—,shocking,claims,celebrity,scandal,surface,internet."
R083,New Report on Election,REAL,"task,president,safe.,machine,give,avoid.,military,improve,stay,save.,finish,medical,understand,perform,land,mrs.,experts,discuss,ongoing,developments,election."
F035,Hoax Confirmed by Sources,FAKE,"pull,garden,set,word.,line,woman,along,pm,likely.,—,shocking,claims,hoax,surface,internet."
