id,title,label,filtered_words_str
R082,New Report on Budget Report,REAL,"free,yet,apply,challenge,middle,investment.,wish,trade,pressure,authority,she.,experts,discuss,ongoing,developments,budget,report."
F114,Mind Control Confirmed by Sources,FAKE,"property,firm,assume,nation,kid.,well,turn,maybe,discover,among.,never,step,cut,unit,leg.,—,shocking,claims,mind,control,surface,internet."
F179,Secret Cure Confirmed by Sources,FAKE,"democrat,forward,sound,should.,success,power,music,collection.,many,difficult,might,focus,rise,perform.,somebody,material,care,approach.,—,shocking,claims,secret,cure,surface,internet."
F026,Celebrity Scandal Confirmed by Sources,FAKE,"shake,individual,travel,common,physical.,development,true,full,change,six,they.,former,fish,later,decision,method,friend.,—,shocking,claims,celebrity,scandal,surface,internet."
R217,New Report on Election,REAL,"adult,experience,machine,have.,rock,run,different,near,join,better.,local,none,section,involve,serious,candidate.,experts,discuss,ongoing,developments,election."
F009,Celebrity Scandal Confirmed by Sources,FAKE,"national,small,vote,marriage,along.,way,admit,worker,sing,tend.,—,shocking,claims,celebrity,scandal,surface,internet."
F240,Aliens Confirmed by Sources,FAKE,"hundred,town,try,control,argue,something.,democratic,door,economic,manager.,argue,case,ground,leg,interesting.,—,shocking,claims,aliens,surface,internet."
R216,New Report on Research,REAL,"research,set,among,available,late.,experts,discuss,ongoing,developments,research."
F129,Flat Earth Confirmed by Sources,FAKE,"truth,others.,today,wind,arrive,particular.,build,treatment,police,subject,laugh,read.,—,shocking,claims,flat,earth,surface,internet."
R197,New Report on Education,REAL,"least,old,kid,run,goal,feel,live,religious.,note,tell,clear,resource,time.,bit,purpose,recent,concern.,experts,discuss,ongoing,developments,education."
F142,Government Cover-Up Confirmed by Sources,FAKE,"program,small,alone,player,model.,major,paper,deep,ago,five.,though,real,money,i.,—,shocking,claims,government,cover-up,surface,internet."
R140,New Report on Climate Change,REAL,"director,scene,perhaps,evening,case,upon.,ago,opportunity,hotel,central,cup,those.,experts,discuss,ongoing,developments,climate,change."
R165,New Report on Budget Report,REAL,"bring,model,month,college,you.,population,save,soon,pm,population.,experts,discuss,ongoing,developments,budget,report."
R139,New Report on Education,REAL,"stage,far,son,go.,assume,recent,media,second.,course,rock,drop,front,stand,from.,experts,discuss,ongoing,developments,education."
F232,Hoax Confirmed by Sources,FAKE,"audience,break,team,stand,dream,foreign.,likely,realize,school,word,especially,network,special.,politics,yard,one,remain,foot,for.,—,shocking,claims,hoax,surface,internet."
F108,Celebrity Scandal Confirmed by Sources,FAKE,"remain,treat,information,thought,nature,father.,partner,goal,front,congress,fight,cover,inside.,set,particular,nothing,decision,age,oil,choice.,yard,add,join.,—,shocking,claims,celebrity,scandal,surface,internet."
F167,Celebrity Scandal Confirmed by Sources,FAKE,"budget,measure,condition,rise.,ok,six,receive,education.,—,shocking,claims,celebrity,scandal,surface,internet."
R242,New Report on Research,REAL,"international,subject,near,wide,father.,home,experience,attorney,hot,pull,manager.,experts,discuss,ongoing,developments,research."
F133,Immortal Jellyfish Confirmed by Sources,FAKE,"person,ten,improve.,look,century,environmental,occur.,—,shocking,claims,immortal,jellyfish,surface,internet."
F025,Flat Earth Confirmed by Sources,FAKE,"security,understand,everyone,might.,exactly,available,how.,—,shocking,claims,flat,earth,surface,internet."
F093,Immortal Jellyfish Confirmed by Sources,FAKE,"grow,drive,range,talk,rise.,base,serious,home,drop.,visit,make,wife,today,tell.,—,shocking,claims,immortal,jellyfish,surface,internet."
F236,Government Cover-Up Confirmed by Sources,FAKE,"pattern,including,everybody.,huge,government,company,defense,drug,time.,nearly,degree,raise,risk.,—,shocking,claims,government,cover-up,surface,internet."
F069,Flat Earth Confirmed by Sources,FAKE,"grow,role,later,send,item.,drive,daughter,painting,against.,generation,better,air,lead,identify,trip.,—,shocking,claims,flat,earth,surface,internet."
F219,Flat Earth Confirmed by Sources,FAKE,"traditional,hot,action,name,full.,economic,project,total.,believe,black,quite.,—,shocking,claims,flat,earth,surface,internet."
R079,New Report on Election,REAL,"economic,chance,live,most.,politics,treatment,another,result.,next,style,fish,close,protect,say.,city,growth,third,thank,method,thing,best.,experts,discuss,ongoing,developments,election."
F042,Hoax Confirmed by Sources,FAKE,"agent,recent,factor,apply,raise.,speech,sing,fact,list,most.,—,shocking,claims,hoax,surface,internet."
R154,New Report on Budget Report,REAL,"soon,keep,three,list,hot,top,above.,push,interest,voice.,old,nothing,think,song.,experts,discuss,ongoing,developments,budget,report."
R089,New Report on Public Health,REAL,"last,money,able.,number,conference,stop,partner,study.,prepare,democratic,trade,new,though,true.,experts,discuss,ongoing,developments,public,health."
R038,New Report on Public Health,REAL,"international,manager,option.,experts,discuss,ongoing,developments,public,health."
R053,New Report on Economic Growth,REAL,"subject,purpose,technology.,affect,care,course,current,letter,low,indicate.,key,act,both.,experts,discuss,ongoing,developments,economic,growth."
F201,Hoax Confirmed by Sources,FAKE,"bad,usually,trade,guy,challenge.,guess,increase,better,enough.,—,shocking,claims,hoax,surface,internet."
F013,Secret Cure Confirmed by Sources,FAKE,"address,part,experience,conference,cup,less,mind.,—,shocking,claims,secret,cure,surface,internet."
R023,New Report on Policy,REAL,"level,father,someone,discover,group,commercial,yet.,thought,line,democratic,always,loss,after.,building,participant,physical,success,live.,white,structure,market,wish,move,enjoy,modern.,experts,discuss,ongoing,developments,policy."
R068,New Report on Technology Breakthrough,REAL,"soldier,little,environment,involve.,check,seven,congress,energy,middle,out.,experts,discuss,ongoing,developments,technology,breakthrough."
F065,Hoax Confirmed by Sources,FAKE,"might,including,together,environmental,show.,ten,home,administration,national,history.,last,actually,economy,performance.,—,shocking,claims,hoax,surface,internet."
F239,Celebrity Scandal Confirmed by Sources,FAKE,"represent,case,pattern,red,identify.,likely,choose,benefit,impact,position,investment.,—,shocking,claims,celebrity,scandal,surface,internet."
F084,Miracle Drug Confirmed by Sources,FAKE,"dog,today,easy,writer,majority.,building,among,newspaper,glass,attention,discover,book.,—,shocking,claims,miracle,drug,surface,internet."
R120,New Report on Election,REAL,"information,culture,trial,class,phone,item,budget.,figure,church,take,religious.,responsibility,reason,mission.,experts,discuss,ongoing,developments,election."
F207,Government Cover-Up Confirmed by Sources,FAKE,"seek,tv,born,standard.,general,argue,else.,day,several,month,throughout,practice,church,view.,—,shocking,claims,government,cover-up,surface,internet."
R158,New Report on Economic Growth,REAL,"tend,avoid,general,heart.,particularly,start,doctor,cover,develop,news.,experts,discuss,ongoing,developments,economic,growth."
R097,New Report on Technology Breakthrough,REAL,"sea,present,ten,receive.,pressure,senior,time,culture,age.,institution,democratic,investment,defense,network,station,three.,experts,discuss,ongoing,developments,technology,breakthrough."
R092,New Report on Technology Breakthrough,REAL,"knowledge,light,performance,dark,worker,up.,poor,guess,great.,experts,discuss,ongoing,developments,technology,breakthrough."
F172,Hoax Confirmed by Sources,FAKE,"music,middle,water,explain,pattern,week,toward,executive.,among,opportunity,list,budget,young,nearly,foreign,open.,indeed,well,international,baby,continue,commercial.,—,shocking,claims,hoax,surface,internet."
R182,New Report on Economic Growth,REAL,"huge,condition,trial,notice.,boy,specific,mind,process.,experts,discuss,ongoing,developments,economic,growth."
F014,Secret Cure Confirmed by Sources,FAKE,"stock,first,want,create,reason.,newspaper,view,product,theory.,—,shocking,claims,secret,cure,surface,internet."
R230,New Report on Election,REAL,"anyone,region,there.,behavior,rate,instead,yeah,along.,experts,discuss,ongoing,developments,election."
F223,Government Cover-Up Confirmed by Sources,FAKE,"strong,little,grow,case,identify,either,quite.,organization,without,style,billion.,—,shocking,claims,government,cover-up,surface,internet."
R221,New Report on Policy,REAL,"way,tv,probably,lawyer.,director,line,may,couple.,church,behind,less,tv,able.,experts,discuss,ongoing,developments,policy."
R173,New Report on Climate Change,REAL,"instead,radio,behind,even,you.,experts,discuss,ongoing,developments,climate,change."
F249,Immortal Jellyfish Confirmed by Sources,FAKE,"perform,order,despite,seven,food.,possible,win,single,information,agency,street.,—,shocking,claims,immortal,jellyfish,surface,internet."
F112,Government Cover-Up Confirmed by Sources,FAKE,"start,century,concern,different,kitchen,decade,shoulder.,reach,still,news.,—,shocking,claims,government,cover-up,surface,internet."
R058,New Report on Budget Report,REAL,"rule,game,view,impact,teach,husband,view.,bank,across,trouble,new,writer,design.,experts,discuss,ongoing,developments,budget,report."
R159,New Report on Economic Growth,REAL,"throughout,interesting,smile,measure,look,hour.,experts,discuss,ongoing,developments,economic,growth."
R029,New Report on Economic Growth,REAL,"like,oil.,pick,task,option.,instead,mouth,remain,south,member.,experts,discuss,ongoing,developments,economic,growth."
R126,New Report on Research,REAL,"outside,seek,fight,four.,support,somebody,good,strategy,unit,toward.,experts,discuss,ongoing,developments,research."
R132,New Report on Education,REAL,"member,crime.,property,speech,foot,get.,people,action,memory,woman,become.,experts,discuss,ongoing,developments,education."
R025,New Report on Election,REAL,"gun,professional,low.,language,seek,home,send.,experts,discuss,ongoing,developments,election."
F214,Secret Cure Confirmed by Sources,FAKE,"husband,strong,trade,father,only.,yeah,cause,analysis.,couple,probably,send,point.,—,shocking,claims,secret,cure,surface,internet."
R177,New Report on Policy,REAL,"land,draw,within,career,present,professor,staff.,success,relationship,foreign.,experts,discuss,ongoing,developments,policy."
R196,New Report on Budget Report,REAL,"third,also,one,fire,huge,center.,letter,generation,list,movement,can.,word,congress,wrong,mission.,experts,discuss,ongoing,developments,budget,report."
R135,New Report on Budget Report,REAL,"western,certain,night,key,recognize,president,remember.,standard,cut,street.,experts,discuss,ongoing,developments,budget,report."
F152,Government Cover-Up Confirmed by Sources,FAKE,"pay,hold.,century,standard,thank.,participant,skin,court,two.,—,shocking,claims,government,cover-up,surface,internet."
F180,Secret Cure Confirmed by Sources,FAKE,"power,left,plant,pass,religious,court,actually.,mother,report,either,federal,room.,—,shocking,claims,secret,cure,surface,internet."
F003,Secret Cure Confirmed by Sources,FAKE,"population,half,pattern.,—,shocking,claims,secret,cure,surface,internet."
F244,Celebrity Scandal Confirmed by Sources,FAKE,"perhaps,particularly,work,involve,operation,eight,young.,church,time,different,meet,boy.,—,shocking,claims,celebrity,scandal,surface,internet."
F194,Immortal Jellyfish Confirmed by Sources,FAKE,"night,society,different,check,play,mission.,—,shocking,claims,immortal,jellyfish,surface,internet."
R044,New Report on Policy,REAL,"mission,play,affect,carry.,media,role,increase.,shake,blood,cost,than.,experts,discuss,ongoing,developments,policy."
R141,New Report on Economic Growth,REAL,"poor,student,project,option,growth,many,ability.,various,material,new,nearly.,usually,position,station.,experts,discuss,ongoing,developments,economic,growth."
R188,New Report on Climate Change,REAL,"imagine,away,film,stock,toward,action.,return,pretty,magazine,price,others.,experts,discuss,ongoing,developments,climate,change."
F010,Aliens Confirmed by Sources,FAKE,"agent,recognize,someone.,—,shocking,claims,aliens,surface,internet."
R106,New Report on Economic Growth,REAL,"ahead,act,police.,identify,image,price,specific,rather.,sort,system,green,article.,experts,discuss,ongoing,developments,economic,growth."
R049,New Report on Research,REAL,"company,five,right.,style,reflect,pull,thought,answer,eat.,head,friend,song,assume,least.,experts,discuss,ongoing,developments,research."
R144,New Report on Budget Report,REAL,"build,station,wonder,simple,democrat,build,easy.,reality,bad,many,fine,commercial.,try,conference,big,position,over.,experts,discuss,ongoing,developments,budget,report."
F199,Celebrity Scandal Confirmed by Sources,FAKE,"church,center,reality,skin,information.,near,wonder,student,someone,address,wrong,challenge,do.,—,shocking,claims,celebrity,scandal,surface,internet."
F215,Secret Cure Confirmed by Sources,FAKE,"fact,test,employee,task.,race,pretty,war,law.,particular,seven,campaign,most.,—,shocking,claims,secret,cure,surface,internet."
R176,New Report on Economic Growth,REAL,"stuff,eat,collection,dark,reason,win.,response,unit,east,along,work,new,little.,experts,discuss,ongoing,developments,economic,growth."
F105,Hoax Confirmed by Sources,FAKE,"fear,end,possible,international,computer,include,group.,trade,democratic,sell,environmental,dark,assume.,—,shocking,claims,hoax,surface,internet."
F031,Miracle Drug Confirmed by Sources,FAKE,"financial,site,listen,born,within,fire,rest.,success,conference,almost,city,case,hold.,—,shocking,claims,miracle,drug,surface,internet."
R206,New Report on Research,REAL,"wait,common,start,often,real,difference,article.,former,light,president,up.,experts,discuss,ongoing,developments,research."
F238,Secret Cure Confirmed by Sources,FAKE,"none,wife,reality.,direction,position,middle,half,left.,—,shocking,claims,secret,cure,surface,internet."
R027,New Report on Climate Change,REAL,"wife,adult,hair,bag,social,meeting.,experts,discuss,ongoing,developments,climate,change."
F169,Government Cover-Up Confirmed by Sources,FAKE,"nature,whether,experience,card.,week,return,much,important,night.,remember,director,offer,arrive,many,anything.,—,shocking,claims,government,cover-up,surface,internet."
F208,Aliens Confirmed by Sources,FAKE,"white,way,thank,play,parent.,page,whatever,reason,debate,particularly.,—,shocking,claims,aliens,surface,internet."
F212,Miracle Drug Confirmed by Sources,FAKE,"place,kitchen,inside.,mission,physical,walk,would.,charge,democrat,simple,page,available,boy.,—,shocking,claims,miracle,drug,surface,internet."
F032,Hoax Confirmed by Sources,FAKE,"road,hold,enter,type,step,at.,evidence,another,together,politics,music.,—,shocking,claims,hoax,surface,internet."
F109,Hoax Confirmed by Sources,FAKE,"individual,shoulder,spend.,enter,worry,suggest,third,trouble,company,discover.,number,full,peace,congress,become,safe.,—,shocking,claims,hoax,surface,internet."
R111,New Report on Policy,REAL,"every,yet,position,partner,source,choose.,nice,garden,finish,teacher,spring.,ever,term,law,way,wonder,alone.,experts,discuss,ongoing,developments,policy."
F078,Aliens Confirmed by Sources,FAKE,"happy,treat.,music,person,public,onto,fund,though,without,authority.,—,shocking,claims,aliens,surface,internet."
R105,New Report on Budget Report,REAL,"grow,west,item,together,mean,agreement.,top,source.,civil,conference,green,radio.,experts,discuss,ongoing,developments,budget,report."
F196,Government Cover-Up Confirmed by Sources,FAKE,"day,ahead,million,significant,meet,student,picture,first.,world,make,image,many,first.,—,shocking,claims,government,cover-up,surface,internet."
F118,Immortal Jellyfish Confirmed by Sources,FAKE,"certainly,animal,big,role.,executive,eye,public,ball,use,often,run.,—,shocking,claims,immortal,jellyfish,surface,internet."
F077,Secret Cure Confirmed by Sources,FAKE,"force,nice,boy,tough,single,which.,light,watch,evidence,interesting,eight.,yeah,appear,interesting,coach,during.,—,shocking,claims,secret,cure,surface,internet."
F070,Government Cover-Up Confirmed by Sources,FAKE,"fine,authority,knowledge,food,put.,information,police,throw,wall,anything,hear,performance.,board,mention,open,paper,stuff,this.,approach,subject,day,tree,range,front.,—,shocking,claims,government,cover-up,surface,internet."
F041,Immortal Jellyfish Confirmed by Sources,FAKE,"owner,base,high,throughout,out.,deal,alone,religious,it.,action,continue,seem,study,issue,ok,choice.,—,shocking,claims,immortal,jellyfish,surface,internet."
R026,New Report on Policy,REAL,"inside,mr,morning,clearly,type,traditional,audience.,decide,plan,sort,true,kid,specific,some.,experts,discuss,ongoing,developments,policy."
R207,New Report on Policy,REAL,"worker,fine,wish.,morning,social,actually,address,character,republican,us.,experts,discuss,ongoing,developments,policy."
F163,Secret Cure Confirmed by Sources,FAKE,"instead,member,past,some.,rather,city,ground,order,color,relate.,—,shocking,claims,secret,cure,surface,internet."
F171,Government Cover-Up Confirmed by Sources,FAKE,"across,cut,far,speech,despite.,discussion,lay,different,ten,southern.,democratic,finally,drive,likely,official,hour.,—,shocking,claims,government,cover-up,surface,internet."
F139,Immortal Jellyfish Confirmed by Sources,FAKE,"black,plan,mean.,leave,ever,best,majority,hand,popular,build.,share,show,source,book,adult.,—,shocking,claims,immortal,jellyfish,surface,internet."
F120,Miracle Drug Confirmed by Sources,FAKE,"thank,past,me.,current,call,staff,many,him.,nature,collection,room,key,act.,paper,effect,then.,—,shocking,claims,miracle,drug,surface,internet."
F146,Mind Control Confirmed by Sources,FAKE,"meeting,crime,law,control,space,like.,person,simply,suddenly,draw,need.,anything,experience,difference,goal.,—,shocking,claims,mind,control,surface,internet."
R115,New Report on Research,REAL,"challenge,science,serious,reveal,born,dream.,official,able,live,already,size,approach.,experts,discuss,ongoing,developments,research."
F039,Aliens Confirmed by Sources,FAKE,"remember,wall,around.,least,cold.,—,shocking,claims,aliens,surface,internet."
F225,Hoax Confirmed by Sources,FAKE,"forget,official,go,whatever,treat,morning,election.,hospital,usually,true,money,employee,child,wish.,also,democrat,interest,camera,similar,scientist.,—,shocking,claims,hoax,surface,internet."
F140,Aliens Confirmed by Sources,FAKE,"quickly,dark,window,i.,rich,official,treat,clear,adult.,—,shocking,claims,aliens,surface,internet."
F122,Mind Control Confirmed by Sources,FAKE,"property,box,thank,sing,miss,full,feel.,central,likely,brother,agent,plant.,—,shocking,claims,mind,control,surface,internet."
R070,New Report on Budget Report,REAL,"clear,law,one,daughter,share,particularly.,less,general,special,responsibility.,experts,discuss,ongoing,developments,budget,report."
F248,Celebrity Scandal Confirmed by Sources,FAKE,"various,develop,enjoy,its.,training,compare,knowledge,particularly,heavy,although.,space,billion,rich,soon,feeling,blue,or.,—,shocking,claims,celebrity,scandal,surface,internet."
R016,New Report on Technology Breakthrough,REAL,"adult,study,president,wonder,trouble,prevent.,consumer,teacher,civil.,record,east,bring,boy,approach,bar,whatever.,experts,discuss,ongoing,developments,technology,breakthrough."
R148,New Report on Technology Breakthrough,REAL,"prove,force,technology,attack.,image,ball,cold,benefit,political.,course,consider,born,live,game,well.,experts,discuss,ongoing,developments,technology,breakthrough."
R142,New Report on Budget Report,REAL,"mission,bring,resource,know,exactly,ground,structure,pressure.,day,almost,value,apply,direction,nice.,young,wide,together,town.,experts,discuss,ongoing,developments,budget,report."
F141,Miracle Drug Confirmed by Sources,FAKE,"artist,class,describe,specific,actually.,eat.,outside,imagine,scientist,nothing.,dream,treatment,card.,—,shocking,claims,miracle,drug,surface,internet."
R076,New Report on Technology Breakthrough,REAL,"move,note,statement,believe.,experts,discuss,ongoing,developments,technology,breakthrough."
R180,New Report on Budget Report,REAL,"return,law,west,approach,born,energy,market.,realize,brother,main,attack,fast,car,rest.,need,wife,let,concern,pass,hotel,often.,experts,discuss,ongoing,developments,budget,report."
F126,Aliens Confirmed by Sources,FAKE,"toward,different,dream,really,partner,raise.,current,term,foot,newspaper.,—,shocking,claims,aliens,surface,internet."
R134,New Report on Economic Growth,REAL,"ball,stop,politics,receive,full.,rock,according,young,full,ask.,plant,election,him.,experts,discuss,ongoing,developments,economic,growth."
F132,Mind Control Confirmed by Sources,FAKE,"likely,assume,evidence,newspaper,dog.,recently,at.,cold,per,smile,some.,—,shocking,claims,mind,control,surface,internet."
F230,Immortal Jellyfish Confirmed by Sources,FAKE,"city,type,onto,growth,thing,important.,important,tell,strategy,stage,message,society.,board,special,window,wear,garden,language.,—,shocking,claims,immortal,jellyfish,surface,internet."
F243,Aliens Confirmed by Sources,FAKE,"possible,order.,seem,star,offer.,—,shocking,claims,aliens,surface,internet."
R191,New Report on Budget Report,REAL,"quite,final,sit,popular,mean.,increase,process,game,exist,site,somebody,career.,experts,discuss,ongoing,developments,budget,report."
R130,New Report on Public Health,REAL,"make,far,born,national,sport.,finish,listen,contain.,food,mouth,help,democrat.,experts,discuss,ongoing,developments,public,health."
F081,Mind Control Confirmed by Sources,FAKE,"house,woman,everything,kid,marriage,defense.,—,shocking,claims,mind,control,surface,internet."
R209,New Report on Technology Breakthrough,REAL,"dog,perhaps,show,past.,system,section,main,treat,six,free.,experts,discuss,ongoing,developments,technology,breakthrough."
F228,Hoax Confirmed by Sources,FAKE,"thousand,decision,benefit,trip,end.,pressure,present,finally,age,change,consumer,generation,raise.,safe,provide,reality,claim,put.,—,shocking,claims,hoax,surface,internet."
R030,New Report on Budget Report,REAL,"suggest,understand,building,finally,fear,adult.,father,cause,east,simply,treatment,worker.,experts,discuss,ongoing,developments,budget,report."
R214,New Report on Education,REAL,"gun,mouth,wall.,turn,writer,nation,hold,foreign,later,stage.,experts,discuss,ongoing,developments,education."
R175,New Report on Economic Growth,REAL,"others,hundred,upon,administration.,especially,environment.,experts,discuss,ongoing,developments,economic,growth."
